11/19 8/11	そうやな、キツイやろな
22:04	ゆうげん	"●COLOR：インディゴ
●SIZE：36
●素材：
綿100% ●品番：12120725

インディゴのコクーンデニム。配色にしたステッチがポイントです。コクーンシルエットがブーツとも相性よく、低身長の方にもおすすめ。ウエストは帯やベルトループがなく、すっきり穿いてもらえます。ノンウォッシュですが、柔らかく穿きやすいのも魅力。"
22:05	ゆうげん	"ウエスト: 33
股上: 39
股下: 61
総丈: 95
渡り幅: 33
裾幅: 20
ヒップ: 41"

2023/08/13(日)
00:18	あすか 11/19 8/11	明日のお昼ご飯どうするか決まってるん？ぐだらんようにね、、
00:18	ゆうげん	外で食おう
00:19	あすか 11/19 8/11	どこ行くん？混んでたりしたらナギもじっとしてないし大変よ
00:19	ゆうげん	考える
00:20	あすか 11/19 8/11	今更予約なんて間に合わなさそうやし、、お盆の日曜日やから絶対やばいよ
18:01	あすか 11/19 8/11	[写真]
22:29	あすか 11/19 8/11	https://every.frecious.jp/

2023/08/14(月)
16:08	あすか 11/19 8/11	[写真]

2023/08/16(水)
20:23	ゆうげん	無理せず
20:23	ゆうげん	がんば
20:23	ゆうげん	ろう
20:59	あすか 11/19 8/11	いえす
21:11	ゆうげん	バス乗ったよ
21:12	ゆうげん	なぎのことよろしくね
21:37	あすか 11/19 8/11	もうちょい起きてるかなと思ったけどなぎ今寝落ちした
21:38	あすか 11/19 8/11	ワンパクすぎて大変やけど頑張ります
21:38	あすか 11/19 8/11	暑さや感染症や気をつけよー
21:38	あすか 11/19 8/11	誕生日も旅行もあるし

2023/08/17(木)
00:36	ゆうげん	ばすが
00:36	ゆうげん	バス同士で事故って
00:37	ゆうげん	サイドミラーがそげたららしい
00:37	ゆうげん	大きい事故では無いけど
00:37	ゆうげん	警察の事情聴取あって
00:37	ゆうげん	到着遅れそう
06:25	ゆうげん	問題なく着いた
06:25	ゆうげん	良かった良かった
09:34	あすか 11/19 8/11	問題なく着いたのね
09:47	ゆうげん	良かった良かった
09:47	ゆうげん	しっかり寝すぎて
09:47	ゆうげん	事故った時もきずかんかった
12:50	あすか 11/19 8/11	そうなのね
15:21	ゆうげん	なんか明るいな思たら
15:21	ゆうげん	警察いっぱい来てた
18:51	ゆうげん	[写真]
18:51	ゆうげん	これ
18:52	ゆうげん	かわいい
19:22	あすか 11/19 8/11	なにこれ
19:29	あすか 11/19 8/11	プチミグ明日や！！
19:34	ゆうげん	ポケモンの
19:34	ゆうげん	ベビーキッズライン
19:38	あすか 11/19 8/11	新しいん？なんか見た事ある気がするテイスト
19:58	ゆうげん	ベビーフードとか
19:58	ゆうげん	出るんやって
19:58	ゆうげん	プチミグ
19:58	ゆうげん	いきなり買う?
20:24	ゆうげん	パーカーとシャツやっけ
20:24	ゆうげん	セットアップいいなぁ
20:31	あすか 11/19 8/11	ベビーフード？ポケモンの？
20:31	ゆうげん	そそ
20:31	ゆうげん	あと服とかお皿とかおもちゃとか
20:31	ゆうげん	色々出そう
20:32	あすか 11/19 8/11	[写真]
20:32	あすか 11/19 8/11	[写真]
20:32	あすか 11/19 8/11	これかなぁ
20:32	ゆうげん	これでいくら?
20:32	あすか 11/19 8/11	ほかも気になるのあるけど一旦これ
20:32	あすか 11/19 8/11	わからん
20:32	ゆうげん	パーカーは死ぬほど使いそう
20:33	あすか 11/19 8/11	めっちゃ使うと思う、出かける度に持っていくw
20:33	ゆうげん	前のやつも擦り切れるくらい使ったもんな
20:34	ゆうげん	いいね
20:34	ゆうげん	今日どうやった？
20:38	あすか 11/19 8/11	前のはバースデイのやから余計にいつなり使ってた
20:38	ゆうげん	このパーカーって
20:38	ゆうげん	素材なんやろ
20:39	あすか 11/19 8/11	ちょっとあったかそうな気する
20:39	あすか 11/19 8/11	薄手ではなさそうに見える
20:39	ゆうげん	"ニットやと
洗いづらい"
20:39	あすか 11/19 8/11	[写真]
20:39	あすか 11/19 8/11	[写真]
20:39	あすか 11/19 8/11	[写真]
20:39	あすか 11/19 8/11	[写真]
20:39	あすか 11/19 8/11	[写真]
20:40	あすか 11/19 8/11	ニットではないやろけど
20:40	ゆうげん	遊んだねぇ
20:40	ゆうげん	いいね元気元気
20:40	ゆうげん	[写真]
20:40	ゆうげん	ここはニット
20:40	ゆうげん	リブのとこ
20:50	あすか 11/19 8/11	ニットやわ
20:51	あすか 11/19 8/11	[動画]
20:52	ゆうげん	コットンかな？
20:52	ゆうげん	なら洗濯はできる
20:52	ゆうげん	乾燥は無理やが
20:53	あすか 11/19 8/11	どーやろ
20:53	あすか 11/19 8/11	まぁ、乾燥はな、プチミグは避けたい
20:54	ゆうげん	でも
20:54	ゆうげん	楽そうやしいいね
20:54	ゆうげん	なぎもう寝たん?
20:54	あすか 11/19 8/11	今から歯磨き
20:57	ゆうげん	おけおけ
22:00	あすか 11/19 8/11	なぎ寝かせてゴミ出してひと段落
22:00	ゆうげん	お疲れ様
22:00	ゆうげん	明日ゴミか
22:04	あすか 11/19 8/11	洗濯物乾燥終わってたからそれもたたんで片付けるかなー
22:04	ゆうげん	ホコリ撮っといてな
22:04	ゆうげん	なんか奥にすごい詰まってた
22:05	あすか 11/19 8/11	どこ
22:05	ゆうげん	正面右奥の
22:05	あすか 11/19 8/11	乾燥フィルターはちょこちょこ掃除してるけど
22:05	ゆうげん	かぱってとるとこの
22:05	ゆうげん	それそれ
22:05	あすか 11/19 8/11	疲れたけどあと1時間ほどは起きときたいしがんばって動こ…
22:05	ゆうげん	なにするん?
22:05	あすか 11/19 8/11	そしてもう1回洗濯機まわしてくる
22:06	ゆうげん	まだあるんか
22:06	あすか 11/19 8/11	洗濯機の中にある服畳んで片付けてもう1回洗濯機回す
22:06	あすか 11/19 8/11	昨日のが残ってたからいっぱい
22:07	ゆうげん	俺も今回してる
22:07	ゆうげん	汗いっぱいかいた

2023/08/18(金)
07:08	ゆうげん	おはよう
09:33	あすか 11/19 8/11	おはよう
09:36	ゆうげん	プチミグもう売ってる?
11:57	あすか 11/19 8/11	12:00~やと思う
12:45	ゆうげん	売り出したね
12:45	ゆうげん	割引って12000くらいか
12:45	ゆうげん	2着で
12:46	ゆうげん	さすが冬もん
14:42	あすか 11/19 8/11	パパが言ってたセットアップなしで12000？
14:42	ゆうげん	そう
14:42	あすか 11/19 8/11	秋冬は高なるなやっぱ
14:42	ゆうげん	セットアップ入れたら20000
14:42	ゆうげん	だからひとまずセットアップはいいかな
15:38	あすか 11/19 8/11	パーカーはあれやな、冬近付くまで使われへんな
15:38	ゆうげん	シャツも暑いから
15:38	ゆうげん	まだ無理やな
16:23	あすか 11/19 8/11	うん、シャツは秋やな
17:48	ゆうげん	でも売り切れもいややし
17:48	ゆうげん	買っとこう
17:48	ゆうげん	メルぺい無理やっけ
20:06	あすか 11/19 8/11	買った？
20:06	あすか 11/19 8/11	メルペイどやろ
20:46	ゆうげん	いや買ってない
21:41	ゆうげん	買ってええで

2023/08/19(土)
11:16	ゆうげん	おはよう
12:14	あすか 11/19 8/11	おはよう
12:14	あすか 11/19 8/11	今日いけるとき買う！
12:16	あすか 11/19 8/11	[写真]
12:16	あすか 11/19 8/11	[写真]
12:16	あすか 11/19 8/11	[写真]
12:16	あすか 11/19 8/11	[写真]
12:16	あすか 11/19 8/11	[写真]
12:16	あすか 11/19 8/11	[写真]
12:16	あすか 11/19 8/11	[写真]
12:23	あすか 11/19 8/11	プチマグの服、3-4yやんな？
12:23	あすか 11/19 8/11	プチミグや
12:47	ゆうげん	そそ
12:47	ゆうげん	みんな楽しそう
12:47	ゆうげん	今日やっけ
12:47	ゆうげん	集まってるの
14:08	あすか 11/19 8/11	昨日
14:08	あすか 11/19 8/11	3-4yであってるてことやんな？
14:10	ゆうげん	あってるよ
14:13	あすか 11/19 8/11	[写真]
14:13	あすか 11/19 8/11	4-5yの方がいい？
14:13	あすか 11/19 8/11	どやろ
15:41	ゆうげん	うーーん
15:41	ゆうげん	かも
15:49	あすか 11/19 8/11	4-5yにしとく？
15:52	ゆうげん	しとこっか
15:53	ゆうげん	来年も行けるしね
15:53	あすか 11/19 8/11	おけ
16:09	あすか 11/19 8/11	フリフリベビースターってさ、何時からやった？？？
16:20	ゆうげん	ちょいまってね
16:21	ゆうげん	[写真]
16:51	あすか 11/19 8/11	ありがとうー
16:51	あすか 11/19 8/11	プチミグはいけた
16:51	あすか 11/19 8/11	この前の夏服も水曜日に発送されてるみたいやけどまだ届いてない
16:51	あすか 11/19 8/11	キリン堂くらいしか出かけてなかったけどなんかすれ違ったかなぁ
16:58	ゆうげん	あれや
16:58	ゆうげん	ぽすよはいってるかも
16:58	ゆうげん	ポスト
16:58	ゆうげん	サイズによってはレターサイズになってる
16:59	ゆうげん	はよとっとかな
16:59	ゆうげん	カビわく
17:05	あすか 11/19 8/11	そういえば
17:06	あすか 11/19 8/11	今日耳鼻科行ったらやっと治ってるって言われて薬もらわんかった
17:42	ゆうげん	お
17:42	ゆうげん	やっとやね
17:42	ゆうげん	長かった
17:51	あすか 11/19 8/11	ほんま長かった
17:51	あすか 11/19 8/11	ナギになんかいいエプロンないかなぁ
18:10	ゆうげん	エプロン?
18:10	ゆうげん	どこで使うの?
18:11	ゆうげん	あ
18:11	ゆうげん	折りたたみ日傘ゲットしたから
18:11	ゆうげん	持ってくね
19:24	あすか 11/19 8/11	"どこで使うとかないけど、
キッチンで一緒に料理してみたりお菓子作りしてみたりも楽しいかなぁて"
19:24	あすか 11/19 8/11	子どもの包丁とかもいいなぁ
19:24	ゆうげん	なるほどね
19:24	ゆうげん	参考画像欲しい
19:24	あすか 11/19 8/11	日傘ありがとー
19:25	あすか 11/19 8/11	エプロンとか包丁とかまた見てみよ
19:26	ゆうげん	ベージュ系統がいい?
19:26	ゆうげん	ナギにレゴって早いかな
19:26	あすか 11/19 8/11	レゴは早いなぁ
19:27	ゆうげん	あのブロック結構遊んでるし
19:27	ゆうげん	行けそう
19:31	あすか 11/19 8/11	ある程度大きさないと怖い
19:43	ゆうげん	それはせやな

2023/08/20(日)
09:37	ゆうげん	おはよう
10:14	あすか 11/19 8/11	おはよう
10:15	ゆうげん	東京は暑すぎて動けない
10:15	あすか 11/19 8/11	"プチミグ夏服届いてた
なんかリボン？のプレゼント入ってた"
10:15	ゆうげん	リボン?
10:16	あすか 11/19 8/11	"ほんま暑い……
昨日タイミング悪く誰も捕まえられへんくて耳鼻科まで歩いて行って死ぬかと思った"
10:16	あすか 11/19 8/11	今日は母にスーパーとか連れてってもらう
10:16	ゆうげん	うむ
10:16	ゆうげん	無理したらアカンで
10:17	あすか 11/19 8/11	ナギの汗疹どうしてあげようかな悩んでる
10:18	あすか 11/19 8/11	アーリとかに聞いたらベビーパウダーがいいって聞くけど、粉類って汗の線？みたいなの塞いでしまって良くなかったりする気もする
10:18	あすか 11/19 8/11	保湿してるけどあんまよくなってないしなんかないかなぁ
10:18	あすか 11/19 8/11	[写真]
10:18	あすか 11/19 8/11	[写真]
10:19	ゆうげん	あせもクリーム
10:19	ゆうげん	持って帰る
10:21	ゆうげん	何に使うか迷うリボンやな
10:23	あすか 11/19 8/11	男の子やし蝶ネクタイみたいに使うしか思いつかん
10:23	あすか 11/19 8/11	女の子なら髪飾りになるけど
10:25	ゆうげん	"そうか
髪飾りもあるのか"
10:25	ゆうげん	まあ飾っとこう
12:13	ゆうげん	旅行は
12:13	ゆうげん	この夏服着ていこう
13:29	あすか 11/19 8/11	旅行の服また考える
14:07	あすか 11/19 8/11	今度日曜日フクオカ自動車行ってみる？
14:10	ゆうげん	せやね
14:10	ゆうげん	いこうかな
14:16	あすか 11/19 8/11	じゃあ一応フクオカ自動車の人にアーリから連絡入れてもらっとく
14:16	ゆうげん	ありがとう
18:59	ゆうげん	体調大丈夫?
18:59	ゆうげん	早く帰りたいな
20:41	あすか 11/19 8/11	[写真]
20:41	あすか 11/19 8/11	[写真]
20:41	あすか 11/19 8/11	[写真]
20:42	あすか 11/19 8/11	ナギが撮りたいって言ったらしくて私の買い物中に撮ってた
20:42	あすか 11/19 8/11	体調は大丈夫やけどなぜか胃が痛い
20:42	ゆうげん	普通におもろい
20:43	ゆうげん	胃?
20:43	あすか 11/19 8/11	胃
20:43	ゆうげん	キリキリ?
20:43	あすか 11/19 8/11	わからん
20:43	ゆうげん	"うーん
辛いもの
食中毒
ストレス"
20:43	ゆうげん	くらいか
20:44	あすか 11/19 8/11	昨日も今日も食中毒なるようなもの食べてないし胃が荒れるようなものも食べてない
20:44	あすか 11/19 8/11	辛いものも食べてない
20:45	ゆうげん	"なんやろう
粘膜やから
ビタミンCD不足か"
20:45	あすか 11/19 8/11	エアコンもあるし冷えんようにせななー
20:46	あすか 11/19 8/11	ナギも朝は鼻水出てたから気をつけたらなあかんな
20:46	ゆうげん	冷えすぎもあかんな
20:46	ゆうげん	なぎも中々万全ならんな
20:46	ゆうげん	気をつけよう
20:46	あすか 11/19 8/11	暑いからってエアコンつけてるけど知らん間に冷えてるからな
20:47	あすか 11/19 8/11	妊婦も子どもも体温調節下手やったりするし
20:47	ゆうげん	風速落とすとかかな
20:47	ゆうげん	とりあえず体調第1で
20:47	ゆうげん	俺は何もない日は21:00くらいに寝てるし
20:47	ゆうげん	いっぱい寝ましょう
20:48	あすか 11/19 8/11	今日はナギ夕方寝てしもたから夜寝るの遅そう
20:48	ゆうげん	あすかも寝不足あるかもな
20:49	ゆうげん	どうしてもナギに左右されるし
22:14	あすか 11/19 8/11	寝不足にはなってなさそうやけどなぁ
22:14	ゆうげん	"お疲れ様
なぎねたか"
22:14	あすか 11/19 8/11	自分がいつも何時間寝てるかわからんけど
22:14	あすか 11/19 8/11	いや、お風呂入って髪乾かしてナギはまだブロックしてる
22:14	あすか 11/19 8/11	歯磨きしないと
22:15	あすか 11/19 8/11	亮介がナギの誕プレにアンパンマンのブロック買い足してくれてるらしい
