 8/11	これはこの色が好き
11:13	あすか 11/19 8/11	"それはどっちでもいいかな？
あった方がいいんかな"
11:13	あすか 11/19 8/11	[写真]
11:13	あすか 11/19 8/11	2年前の投稿やけど
11:13	あすか 11/19 8/11	これは多分ZARAホーム
11:14	ゆうげん	zarahome見たことないわ
11:14	あすか 11/19 8/11	ね、見た事ないね
11:16	あすか 11/19 8/11	あとさ
11:16	あすか 11/19 8/11	お家建ったらさ
11:17	あすか 11/19 8/11	[写真]
11:17	あすか 11/19 8/11	こういうのやりたいな
11:17	あすか 11/19 8/11	これ、ファーストアートっていう名前でみんなよく1歳の誕生日とかにやってるんやけど
11:18	あすか 11/19 8/11	パパママ子どもの誕生日カラーを使うとか、子どものイメージカラーを使うとかするねん
11:18	あすか 11/19 8/11	初めての家族3人の共同作業として、マイホーム建ったら記念にやらない？
11:18	あすか 11/19 8/11	そして飾らない？
11:19	ゆうげん	オシャレやん
11:20	ゆうげん	額縁買わないと
11:20	ゆうげん	"ベージュ
ブラウン
オレンジor水色で"
11:22	あすか 11/19 8/11	[写真]
11:24	あすか 11/19 8/11	ちなみに
11:24	あすか 11/19 8/11	[写真]
11:24	あすか 11/19 8/11	[写真]
11:24	あすか 11/19 8/11	[写真]
11:24	あすか 11/19 8/11	3人の誕生日カラー
11:24	ゆうげん	なんか地味
11:24	あすか 11/19 8/11	なんかでも、私らっぽい(笑)
11:24	ゆうげん	俺うんちやん
11:25	あすか 11/19 8/11	キャンバスとアクリル絵の具と、重曹混ぜる人もいてる
11:26	ゆうげん	そのまま飾れる油絵キャンバスか額縁サイズの買いたいね
11:26	ゆうげん	いくら位なんやろう
11:27	あすか 11/19 8/11	[写真]
11:27	あすか 11/19 8/11	[写真]
11:27	あすか 11/19 8/11	こういう生地？のやつがいいね
11:27	あすか 11/19 8/11	[写真]
11:27	あすか 11/19 8/11	[写真]
11:27	ゆうげん	2000%汚れるな
11:27	あすか 11/19 8/11	こんなふうにランダムに適当に絵の具出してさ
11:27	あすか 11/19 8/11	[写真]
11:27	あすか 11/19 8/11	[写真]
11:28	あすか 11/19 8/11	こんなふうにビニールとかジップロックに入れて子どもが自由気ままに伸ばすねん
11:28	ゆうげん	あ、ビニール被せるのね
11:28	あすか 11/19 8/11	そうそうー
11:29	あすか 11/19 8/11	[動画]
11:29	あすか 11/19 8/11	こんな感じ
11:37	ゆうげん	何人おねんねん
11:37	ゆうげん	おんねん
11:37	ゆうげん	これあんまり縁に色つけたらあかんな
11:37	ゆうげん	配色も気をつけて絵の具落とさないと
11:41	あすか 11/19 8/11	1発でいい感じなるか不安よな(笑)
11:42	ゆうげん	まあそれも一期一会
11:42	ゆうげん	記念の1発や
12:08	あすか 11/19 8/11	うんうん、そだね
12:08	あすか 11/19 8/11	楽しみ
12:11	あすか 11/19 8/11	明日から8月か〜
12:12	ゆうげん	早いねぇ
12:23	あすか 11/19 8/11	早い気もするけど
12:23	あすか 11/19 8/11	"マイホームのこと思うと
まだ8月…てなる"
12:24	あすか 11/19 8/11	"温かく茹でた豆腐に
醤油垂らして塩昆布のせたら"
12:24	あすか 11/19 8/11	おいしー
12:24	あすか 11/19 8/11	冷奴でもいいやろけど
12:24	ゆうげん	和の極みやん
12:24	あすか 11/19 8/11	温かいのおいしかった
12:24	ゆうげん	たべたい
12:25	あすか 11/19 8/11	めっちゃミニの豆腐買ってたから
12:25	あすか 11/19 8/11	てかさ
12:25	あすか 11/19 8/11	レモンパスタ作る材料買ってたのに作らんかったな
12:26	あすか 11/19 8/11	自分に作る気力ないどうしよ
12:26	ゆうげん	ほんまや
12:26	ゆうげん	食べたかった
12:26	あすか 11/19 8/11	レモンパスタ…作らな材料もったいないなーでもめんどくさいなー
12:27	ゆうげん	機嫌やばいのなに??
12:32	あすか 11/19 8/11	どゆこと？
16:07	ゆうげん	期限やった
16:07	ゆうげん	お昼寝してた
16:27	ゆうげん	おはよう
16:46	あすか 11/19 8/11	おはよう
16:46	あすか 11/19 8/11	明日印鑑証明お願いしとくね
16:47	あすか 11/19 8/11	あと、4日はテレワークでお願いね
16:52	ゆうげん	おけおけ
16:52	ゆうげん	明日取りに行くね
16:58	あすか 11/19 8/11	印鑑証明の封筒持って帰ってる？
17:02	ゆうげん	置いて言ってるとおもう
17:08	あすか 11/19 8/11	え、、
17:09	ゆうげん	みすった
17:10	ゆうげん	後で乗ってる住所教えて
17:12	あすか 11/19 8/11	[写真]
17:12	あすか 11/19 8/11	速達でお願いします！
17:12	ゆうげん	ありがとう
17:12	ゆうげん	速達の封筒取っとくね
17:13	ゆうげん	やばい
17:13	ゆうげん	ギューして欲しい
17:36	あすか 11/19 8/11	しっかり速達で出すのだけお願いしときます！切手とかもしっかりね
17:36	あすか 11/19 8/11	私はとりあえずそばにいてほしー
17:37	ゆうげん	おけー
17:37	ゆうげん	切手いくらやろ
17:39	ゆうげん	[写真]
17:39	ゆうげん	これ欲しい
17:39	ゆうげん	[写真]
17:39	ゆうげん	それかこれ
17:40	ゆうげん	[写真]
17:40	ゆうげん	俺も水筒欲しいから
17:40	ゆうげん	これにした
17:42	あすか 11/19 8/11	"1番早いのはというか、
1番心配ないのは、
封筒に印鑑証明2通入れて、
郵便局の窓口で
｢速達で出したいんですけど｣
やな"
17:42	あすか 11/19 8/11	たかいかばんやね
17:43	あすか 11/19 8/11	キャンプ用品みたいな水筒
17:43	あすか 11/19 8/11	私が探してる感じのはなんかいいのあったー？
17:43	ゆうげん	"うーん
あんま無い"
17:43	あすか 11/19 8/11	あれはやっぱダメなの？
17:44	ゆうげん	"おれフルステンレス好きやからね
ここのブランドも好きやし"
17:44	ゆうげん	あれでもいいで
17:44	あすか 11/19 8/11	昨日は珍しくしゅんも亮介もリビングおって出かけて話してってしてたけど
17:44	あすか 11/19 8/11	今日は全然そうじゃないし
17:44	ゆうげん	忙しいの?
17:45	あすか 11/19 8/11	てか、あれはまじレアケースやから
17:45	ゆうげん	ふむ
17:45	あすか 11/19 8/11	今日は普段通り
17:45	ゆうげん	今日はぼっちか
17:45	あすか 11/19 8/11	梛がうるさいって思ってまうw
17:45	ゆうげん	うーむ
17:46	ゆうげん	ナギ元気ちゃんやからなぁ
17:46	あすか 11/19 8/11	ちょっと横なってたらペットボトルで叩いてくるし思い通りいかんくてキレてくるしあれこれ出して散らかすし
17:46	ゆうげん	[スタンプ]
17:46	ゆうげん	もちついて
17:47	あすか 11/19 8/11	気晴らしに散歩とか行きたいけど2人でこの暑い中出ていくの厳しいし
17:47	あすか 11/19 8/11	もちついてってなんや
17:47	あすか 11/19 8/11	じゃああれがいい
17:47	ゆうげん	天気も敵やね
17:47	ゆうげん	Amazonでたのも
17:48	あすか 11/19 8/11	好きに出かけられへんのが辛い
17:48	あすか 11/19 8/11	どっか行きたかったら誰かに頼まなあかんからこっちのペースで動けるわけじゃないし
17:49	ゆうげん	体調不良は最悪のタイミングできたな
18:11	ゆうげん	今週移動できるかな
18:11	ゆうげん	あすかが
18:21	あすか 11/19 8/11	"ずっとじゃないけど
いけると思って出かけた時に
何かあったらと思うと
やっぱ2人では出かけられん"
18:21	ゆうげん	もちろん車で送り向かいするつもり
18:22	ゆうげん	菓子折りともえみの結婚祝い持ってく
18:23	ゆうげん	[写真]
18:23	ゆうげん	これの白すき?
18:25	ゆうげん	https://www.riveret.jp/collection.html?category=vessel
18:26	ゆうげん	もえみの結婚祝い
18:26	ゆうげん	これのペアにした
18:26	ゆうげん	あすかから渡してな
18:28	ゆうげん	[写真]
18:28	ゆうげん	これかな
18:47	あすか 11/19 8/11	打ち合わせは一応父に車で送って貰うようにお願いはして了承はもらったけど、4日も8日も長そうやし向こうで大丈夫か不安やなぁ
18:48	あすか 11/19 8/11	6.7日結局帰ってくるの？
18:48	あすか 11/19 8/11	最近毎週やけど。。
18:48	あすか 11/19 8/11	そう、結婚祝い渡したいって思ってた
18:49	あすか 11/19 8/11	"この中やと白が好きやけど
最初に私が見てたやつの
方が好きかな"
18:50	ゆうげん	6、7はあすかの体調悪くなければ
18:50	ゆうげん	帰りたい
18:50	ゆうげん	結婚祝いもう届いてるから
18:51	ゆうげん	あすかからわたしちゃって
18:51	あすか 11/19 8/11	"私は基本別に悪くないのよ。
ただ出かけようとした時とか
暑さのせいか何かわからんけど
気持ち悪くなることもあるから自分でもよめない"
18:52	あすか 11/19 8/11	うん、了解です
18:52	ゆうげん	なるほど
18:52	ゆうげん	おっけ
18:52	ゆうげん	車で迎えに来れるか
18:53	ゆうげん	聞いてみる
19:50	あすか 11/19 8/11	ありがとう
20:04	ゆうげん	いえいえ
20:23	ゆうげん	行けそうやね
20:23	ゆうげん	お風呂かな？
21:00	あすか 11/19 8/11	無理なお願いしてない？
21:01	あすか 11/19 8/11	お風呂入ってた
21:01	ゆうげん	[写真]
21:02	あすか 11/19 8/11	"今からナギの歯磨きしたり
髪の毛乾かしたりします"
21:02	あすか 11/19 8/11	"んー、、大丈夫かな、、
迎えに来てもらってまで
行くの、、"
21:02	ゆうげん	まあ
21:02	ゆうげん	またなんか代わりにするから
21:02	ゆうげん	大丈夫
21:02	あすか 11/19 8/11	んー
21:02	ゆうげん	"頼って
後でお返ししたらいい"
21:03	あすか 11/19 8/11	なんか、そういうの快く＂いいよー＂って思ってもらった経験が人生であんまりないからモヤモヤする
21:05	ゆうげん	うちは
21:05	ゆうげん	あかんかったらあかん言うから
21:05	ゆうげん	大丈夫
21:32	ゆうげん	"『いつも育児に家事にとありがとう!!自分の為に使ってね。』

[メルカリ] ゆうげんさんからお金 (メルペイ残高) ・ポイントの受取依頼があります。下記のURLより確認してください。
https://pay.merpay.com/receive/?token=3919cfb2-936e-4ffe-b44a-31e96404eb8a"
21:33	ゆうげん	8月分の
21:33	ゆうげん	お疲れ様プレゼント
22:18	あすか 11/19 8/11	なぎ寝ました
22:19	ゆうげん	おつかれっす
22:19	あすか 11/19 8/11	メルぺいより添えてくれたメッセージが嬉しー
22:19	あすか 11/19 8/11	ありがとう！！！
22:19	ゆうげん	いえいえ
22:19	ゆうげん	ヘッドスパなり、ボディマッサージなり
22:19	ゆうげん	美味しい物食べたり
22:19	ゆうげん	好きなもの買ったりしてください
22:20	あすか 11/19 8/11	うん、ありがとう！
22:20	あすか 11/19 8/11	8月は美容室にまつげパーマに…美容にお金使っちゃうけどね、、
22:21	あすか 11/19 8/11	"美容室は1万超える。。
まつげパーマは今までと
別のとこいくから値段不明。。"
22:22	ゆうげん	まあそれとこれとは別で
22:22	ゆうげん	好きに使って
22:23	ゆうげん	"極力自分の事ね
なぎやおれのは"
22:23	ゆうげん	またべつ
22:24	あすか 11/19 8/11	うん、ありがとうございます。。
22:30	ゆうげん	[スタンプ]
22:31	ゆうげん	少しでも楽しんで
22:31	ゆうげん	ストレスケアしよ
22:46	あすか 11/19 8/11	うん、ありがとうね
22:47	あすか 11/19 8/11	最近久々にインスタしっかり見るようにしてるんやけど
22:47	あすか 11/19 8/11	"マタニティーフォトや
出産報告や妊娠○ヶ月報告
などなどめちゃくちゃ
多くてやっぱしばらく
見んとこかなってなったw"
22:48	ゆうげん	そんな多いんか
22:52	あすか 11/19 8/11	まじ多いよ
22:52	あすか 11/19 8/11	"フォローし合ってるの
ナギの同い年かナギの
前後の子ばっかやから"
22:53	あすか 11/19 8/11	2人目ラッシュ
22:53	あすか 11/19 8/11	あんまり見んとこ
22:54	ゆうげん	まあ
22:54	ゆうげん	俺らもできるかはさておき
22:54	ゆうげん	励むから
22:54	ゆうげん	大丈夫
23:11	あすか 11/19 8/11	うん、そだね
23:11	あすか 11/19 8/11	"まぁしばらくはインスタ
あんまちゃんと見んとこー
てなった"
23:12	あすか 11/19 8/11	投稿したい写真もないし
23:15	ゆうげん	返事だけしとき
23:15	ゆうげん	家たったら
23:15	ゆうげん	一気に抜かしたれ
23:16	ゆうげん	服も食器もカメラも家具も内装も旅行も趣味も
23:16	ゆうげん	全部負けへん
23:16	ゆうげん	今はまじでその家やから出来へん
23:26	あすか 11/19 8/11	うん、返事はしてるよーー
23:26	あすか 11/19 8/11	あと4ヶ月ちょいかー。
23:27	あすか 11/19 8/11	今日も何かとストレスすぎた
23:27	あすか 11/19 8/11	頑張らなきゃー
23:46	ゆうげん	もうちょい

2022/08/01(月)
08:16	あすか 11/19 8/11	おはよう
08:32	ゆうげん	おはよう
08:43	あすか 11/19 8/11	今日はテレワークやんね？
08:43	ゆうげん	テレワークやけど10:00-10:30健康診断
08:43	ゆうげん	で会社の近く行かなあかん
08:44	あすか 11/19 8/11	あら、、健康診断あるのか
08:44	あすか 11/19 8/11	気をつけて行ってきてね
08:45	ゆうげん	気をつけます
08:46	あすか 11/19 8/11	"その健康診断で外出るついでに
印鑑証明取りに行く感じ？"
