ゆうげん	あすか
20:42	ゆうげん	寄り添ってくれた時
20:43	ゆうげん	"ドキドキした
ちゃんとあすか見た時
あー好きやなぁと思った"
20:58	ゆうげん	また2人でデートしようね
20:59	ゆうげん	カップルみたいな夫婦を目指すよ
21:22	あすか 11/19 8/11	ニワトリ触りに行こうとしてたんだね（笑）
21:22	あすか 11/19 8/11	だね、ショートアウターじゃなきゃだよね
21:23	あすか 11/19 8/11	"ゆー君とバイバイしなきゃ
いけない日ってほんと
寂しくなる"
21:24	あすか 11/19 8/11	やっぱ一緒に居たいなーて。
21:24	あすか 11/19 8/11	デートしようね
21:27	ゆうげん	ママとはいつまでもラブラブでいたい
21:28	ゆうげん	ナギの前でさわさわはあかんけど
21:28	ゆうげん	ちゅくらいはええよね
23:30	ゆうげん	中継地点まで
23:30	ゆうげん	来たよ
23:30	ゆうげん	あすか
23:30	ゆうげん	1日お疲れ様よ
23:30	ゆうげん	ちゅちゅ

2022/01/03(月)
04:59	ゆうげん	おはよう
04:59	ゆうげん	もうつくよー
05:30	ゆうげん	着いたので
05:30	ゆうげん	あるいてるよー
05:34	ゆうげん	JRのったよ
05:35	ゆうげん	おはよう
05:35	あすか 11/19 8/11	仲良しでいよ
05:36	あすか 11/19 8/11	なぎちゃん寝かしつけで寝落ち。。
05:36	ゆうげん	[スタンプ]
05:36	あすか 11/19 8/11	パパ長旅いつもありがとう
05:36	あすか 11/19 8/11	気をつけてね
05:37	あすか 11/19 8/11	寝れた？
05:37	ゆうげん	まだめっちゃ眠いから
05:37	ゆうげん	おうちで寝るかも
05:37	ゆうげん	あんまり寝れてない
05:39	あすか 11/19 8/11	うんうん、おうちでしっかり寝てね
05:39	ゆうげん	秋葉つくよー
05:40	あすか 11/19 8/11	しっかり寝て午後からが良さそうやね、病院
05:40	ゆうげん	あ
05:40	ゆうげん	それやけど
05:40	ゆうげん	今日空いてないっぽい
05:40	あすか 11/19 8/11	あ、そうなのか！
05:41	あすか 11/19 8/11	"明日は空いてるんかな？
明日出社？"
05:41	ゆうげん	午前中に行こかなって思てる
05:41	ゆうげん	明日の
05:42	あすか 11/19 8/11	午前休とかとるの？
05:48	ゆうげん	torne
05:48	ゆうげん	とるね
05:48	ゆうげん	新宿線ー
05:49	あすか 11/19 8/11	そかそか
05:49	あすか 11/19 8/11	新宿線乗れたのね
05:58	ゆうげん	もう大島よー
06:00	ゆうげん	なぎおきてるの?
06:32	ゆうげん	いえついて
06:32	ゆうげん	お風呂入って
06:32	ゆうげん	寝るよ
06:43	ゆうげん	まま
06:43	ゆうげん	[スタンプ]
06:43	ゆうげん	[スタンプ]
06:48	あすか 11/19 8/11	なぎ寝てるよ
06:48	あすか 11/19 8/11	まだ外暗め
06:48	ゆうげん	ごめんねくそ寒いのに
06:48	あすか 11/19 8/11	いや、まだ外出てない
06:48	ゆうげん	あ
06:48	ゆうげん	でも
06:48	ゆうげん	ありがとう
06:48	ゆうげん	ごめんね
06:49	あすか 11/19 8/11	7:30~8:00で見るね
06:49	ゆうげん	うん
06:49	あすか 11/19 8/11	まだ薄暗いから
06:49	ゆうげん	ありがとう
06:50	あすか 11/19 8/11	[スタンプ]
06:50	ゆうげん	ちゅちゅ
06:50	あすか 11/19 8/11	今お風呂？
06:50	ゆうげん	そそ
06:50	ゆうげん	沸かしてる
06:50	あすか 11/19 8/11	"寒かったでしょ？
あったまってね"
06:50	ゆうげん	肩やばい
06:51	ゆうげん	重かった
06:51	あすか 11/19 8/11	肩こるよね、、
06:51	あすか 11/19 8/11	あっためて少しでもほぐしてね
06:51	ゆうげん	ありがとう
06:51	あすか 11/19 8/11	長旅お疲れ様、ありがとう
06:53	ゆうげん	あすかも
06:53	ゆうげん	無理せずね
08:09	あすか 11/19 8/11	"なぎ起きてからパン渡して
グズグズは言ってたけど
とりあえず見に行ってきた"
08:09	あすか 11/19 8/11	[写真]
08:09	あすか 11/19 8/11	[写真]
08:09	あすか 11/19 8/11	[動画]
08:09	あすか 11/19 8/11	8時前
08:10	ゆうげん	これ日が入ってる?
08:17	あすか 11/19 8/11	[写真]
08:17	あすか 11/19 8/11	矢印のとこ家で
08:18	あすか 11/19 8/11	〇付いてるとこ日当たってる
08:48	あすか 11/19 8/11	大丈夫？寝てる？
09:25	ゆうげん	なんか
09:25	ゆうげん	寝れない
09:25	ゆうげん	数分寝て起きて
09:25	ゆうげん	ってしてる
09:25	あすか 11/19 8/11	大丈夫？
09:25	ゆうげん	"あすか
写真ありがとうね"
09:26	ゆうげん	なんか食べようかな
09:26	あすか 11/19 8/11	日の当たり大丈夫そ？
09:26	あすか 11/19 8/11	お腹すいた？
09:27	ゆうげん	多分真冬やから日が沈むの早いねんな
09:27	ゆうげん	大丈夫やと思う
09:27	ゆうげん	すいた
09:28	あすか 11/19 8/11	それはあるよね多分
09:28	あすか 11/19 8/11	何かあるの？おうち
09:28	あすか 11/19 8/11	今日も寒いね
09:28	ゆうげん	グラノーラと
09:28	ゆうげん	お米かな
09:28	あすか 11/19 8/11	なるほど
09:29	あすか 11/19 8/11	お家は暖房ガンガン？
09:29	ゆうげん	いや
09:29	ゆうげん	消して布団被り
09:29	あすか 11/19 8/11	そうなんやね
09:29	あすか 11/19 8/11	東京も寒い？
09:29	ゆうげん	帰りは汗かいてたけど
09:29	ゆうげん	朝方は寒いな！
09:29	あすか 11/19 8/11	寒いよね
09:29	ゆうげん	やーねもー
09:30	あすか 11/19 8/11	パン食べたけどなんか食べたい
09:30	あすか 11/19 8/11	やっぱりパパと一緒に居たいなぁ
09:30	あすか 11/19 8/11	家族で過ごしたい
09:30	ゆうげん	ね
09:31	ゆうげん	家族が1番
09:32	あすか 11/19 8/11	"良いことばっかじゃないし
イライラする事もあるけど"
09:32	あすか 11/19 8/11	一緒に居られるのが一番
09:32	あすか 11/19 8/11	だね
09:32	ゆうげん	おうちGETしたら
09:32	ゆうげん	イライラだってかなり減るやろうし
09:33	ゆうげん	またカップルだった頃みたいに
09:33	ゆうげん	仲良く行きたいな
09:34	あすか 11/19 8/11	そこは何とも言えんけど
09:34	あすか 11/19 8/11	仲良しではいたいよね
09:37	ゆうげん	ちなみに
09:37	ゆうげん	やっぱママのことタイプやから
09:37	ゆうげん	可愛いなって思う
09:39	あすか 11/19 8/11	急に　ちなみに　って（笑）
09:40	あすか 11/19 8/11	どうした
09:40	ゆうげん	いや
09:40	ゆうげん	改めて可愛いなって
09:41	あすか 11/19 8/11	"誰にどう思われてもパパには
可愛いとか好きって思い続けてもらいたいから"
09:41	あすか 11/19 8/11	頑張らなきゃなぁ、、
09:42	ゆうげん	"じゅうぶんよ
すっぴんが好きやもん"
09:43	あすか 11/19 8/11	私のすっぴん好きはかわつてる
09:43	あすか 11/19 8/11	かわってる
09:43	ゆうげん	変わってへん変わってへん
10:08	あすか 11/19 8/11	元の目も好きじゃ無いもん私
10:10	あすか 11/19 8/11	年賀状の請求書届いてた？
10:13	ゆうげん	あ
10:14	ゆうげん	しんどすぎて見てなかった
10:14	ゆうげん	後で行くね
10:14	ゆうげん	体痛すぎて動けない
10:16	あすか 11/19 8/11	大丈夫？
10:16	あすか 11/19 8/11	肩凝り？
10:17	ゆうげん	なんか肩腰目が痛い
10:17	ゆうげん	熱かな
10:17	あすか 11/19 8/11	え
10:17	ゆうげん	熱の時の症状に似てる
10:17	あすか 11/19 8/11	やだ
10:18	ゆうげん	でも
10:18	ゆうげん	手汗びちゃびちゃやから
10:18	ゆうげん	風邪熱ではないっぽい
10:18	あすか 11/19 8/11	もうほんまいや
10:18	ゆうげん	ほんまになってたら汗出やんから
10:18	ゆうげん	大丈夫
10:18	ゆうげん	とりあえず今日は安静
10:19	あすか 11/19 8/11	離れてたくないもう
10:19	あすか 11/19 8/11	コロナだって受け入れ先なくて自宅療養で亡くなってる人たくさんいるもん
10:19	あすか 11/19 8/11	もう離れてたくない
10:20	あすか 11/19 8/11	離れてる時に限っていつも不安になること起こる
10:20	あすか 11/19 8/11	離れてるから余計精神乱れる
10:21	ゆうげん	ママ
10:21	ゆうげん	落ち着いて
10:21	ゆうげん	多分疲れが溜まってたんや
10:21	ゆうげん	大丈夫
10:23	あすか 11/19 8/11	"目に見えないとこにいるから
大丈夫って言われても怖い"
10:23	あすか 11/19 8/11	"いつ何があるかわかんないって
改めて感じたところだったから"
10:24	あすか 11/19 8/11	離れて暮らすのもう怖すぎて
10:24	ゆうげん	ママ
10:24	ゆうげん	落ち着いて
10:24	ゆうげん	ママが沈むと俺も沈む
10:24	あすか 11/19 8/11	そう言われて明るくいれるようなできた人間じゃない
10:25	あすか 11/19 8/11	ごめん
10:25	ゆうげん	ううん
10:25	ゆうげん	よしよし
10:28	あすか 11/19 8/11	"ずっとずっとiPhone見張って
ずっとずっとパパの安否
確認してたいけど"
10:28	あすか 11/19 8/11	梛おるからそう言うわけにもいかんくて
10:28	あすか 11/19 8/11	イライラしちゃう
10:28	ゆうげん	大丈夫よ
10:29	ゆうげん	今何してるの❔
10:29	あすか 11/19 8/11	リビングでいてる
10:29	ゆうげん	お出かけとかは?
10:30	あすか 11/19 8/11	"まだ着替えてないし
動くとしてもお昼から"
10:30	ゆうげん	おけ
10:30	ゆうげん	なぎちゃん起きてる?
10:30	あすか 11/19 8/11	起きてるよ
10:30	ゆうげん	☎ 通話をキャンセルしました
10:31	あすか 11/19 8/11	電話ありがと、上行くね
10:31	ゆうげん	あ
10:31	ゆうげん	ごめんね
10:31	あすか 11/19 8/11	ううん
10:31	あすか 11/19 8/11	でも寝なくていいの
10:31	ゆうげん	"いや
布団こもってるから"
10:31	ゆうげん	それ配信
10:34	あすか 11/19 8/11	☎ 通話をキャンセルしました
10:59	あすか 11/19 8/11	"カメラオフになった
何でやろ
不安"
11:49	あすか 11/19 8/11	"寒い？大丈夫？
電気消したんかな"
11:54	あすか 11/19 8/11	大丈夫？真っ暗なっちゃった
14:03	あすか 11/19 8/11	大丈夫？
15:07	ゆうげん	☎ 通話時間 4:32:13
15:07	あすか 11/19 8/11	パパ
15:07	あすか 11/19 8/11	無理しないでねほんとに　
15:07	ゆうげん	もちろん
15:07	ゆうげん	体を1番大事にするよ
15:07	あすか 11/19 8/11	またシャワーとか落ち着いたら
15:07	あすか 11/19 8/11	電話繋いでおきたい
15:08	ゆうげん	うん
15:08	あすか 11/19 8/11	"画面越しにパパのこと
みれるだけで"
15:08	ゆうげん	わざわざありがとうね
15:08	あすか 11/19 8/11	全然違うから
15:08	ゆうげん	うん
15:08	あすか 11/19 8/11	また落ち着いたら教えて
15:08	あすか 11/19 8/11	しっかり汗流してきてね
15:23	ゆうげん	ありがとう
15:23	ゆうげん	まま
15:24	あすか 11/19 8/11	パパもありがとう
15:24	あすか 11/19 8/11	長旅で無理させてごめんね
15:43	ゆうげん	家族に会わないと頑張れないからね
15:46	あすか 11/19 8/11	会えてよかった
15:46	あすか 11/19 8/11	早く一緒に暮らしたいって気持ち
15:46	あすか 11/19 8/11	大きくなった
15:46	ゆうげん	"ね
ほんと色々な壁にぶつかって1年やったもんね"
15:56	あすか 11/19 8/11	ほんっっと
15:57	あすか 11/19 8/11	"いろんな壁にぶつかって
いっぱい喧嘩した一年やった"
15:57	あすか 11/19 8/11	取り戻したい
15:57	あすか 11/19 8/11	仲良くいれる時間たくさんにしたい今年は
15:57	ゆうげん	うん
15:57	ゆうげん	頑張ろう
15:58	あすか 11/19 8/11	がんばる
15:59	ゆうげん	あと半年ちょいや
15:59	ゆうげん	死ぬ気で頑張ろう
15:59	あすか 11/19 8/11	"来週くらいからは
マイホームの打ち合わせも
入ってくるだろうし"
16:00	あすか 11/19 8/11	またそっちも頑張らなきゃだね
16:00	あすか 11/19 8/11	一緒に見ようと思ってたのに
16:00	あすか 11/19 8/11	忘れてた、、あの大量の、、
16:00	ゆうげん	"うん
いっぱいわがまま聞いてくれてありガトウね

マイホーム計画"
16:01	ゆうげん	また俺が回復したらみよ
16:01	あすか 11/19 8/11	ううん、私の大きなわがまま叶えてくれたのほんとに感謝してる
16:01	あすか 11/19 8/11	こちらこそありがとう
16:01	あすか 11/19 8/11	今はどう？お風呂入れた？
16:01	ゆうげん	お風呂まだ入ってる
16:01	ゆうげん	洗濯回してたりゴミ捨てたりしてた
16:02	あすか 11/19 8/11	今入ってるんやね
16:02	あすか 11/19 8/11	体調どう？
16:02	ゆうげん	かなりマシ
16:02	ゆうげん	でも油断せずにゆっくりする
16:02	あすか 11/19 8/11	無理しちゃだめだよ
16:02	あすか 11/19 8/11	うん、ゆっくりして
16:05	あすか 11/19 8/11	"食べれそうならご飯も
食べるんよ"
16:06	あすか 11/19 8/11	一緒にいたら全部やってあげれたのにごめんね
16:09	ゆうげん	"ううん
いつもなぎちゃん見てもらってるし"
16:09	ゆうげん	大丈夫
16:10	あすか 11/19 8/11	それは当たり前のことだよ
16:10	あすか 11/19 8/11	なぎを育てるのもゆー君がしんどかったら助けになるのも
16:11	あすか 11/19 8/11	どっちも家族なら当たり前のこと
16:11	あすか 11/19 8/11	"たいが君のところもぜん君の
ところも昨日くらいから旅行
してる〜"
16:11	あすか 11/19 8/11	"私らもいつか旅行するの
楽しみやね"
16:12	ゆうげん	いつもありがとう
16:12	ゆうげん	ママさえ良ければいつでも行けるよ
16:12	あすか 11/19 8/11	こちらこそだよ
16:12	あすか 11/19 8/11	お仕事もいつもお疲れ様
16:12	あすか 11/19 8/11	"いつも私の気持ちに寄り添って
くれてありがとうね"
16:13	あすか 11/19 8/11	せっかく行くなら思う存分楽しみたいし，もう少し様子見て旅行いこうね
16:15	ゆうげん	おけけ
16:16	ゆうげん	ママとは添い遂げるの選んだん俺やしね
16:16	ゆうげん	当然
16:21	あすか 11/19 8/11	なんか泣ける
16:22	あすか 11/19 8/11	"色々あったけどゆー君を
好きになってよかった"
16:30	ゆうげん	ありがとう
16:30	ゆうげん	これからも宜しくね
16:56	あすか 11/19 8/11	こちらこそだよ
16:56	あすか 11/19 8/11	よろしくね
16:56	あすか 11/19 8/11	まだお風呂かな？大丈夫？
16:56	ゆうげん	もうでて
16:56	ゆうげん	仮眠とる
17:01	あすか 11/19 8/11	体調どう？
17:01	ゆうげん	薬だいぶ聞いてる
17:01	あすか 11/19 8/11	無理せず横になって
17:02	あすか 11/19 8/11	寝れたら寝てね
17:02	ゆうげん	"また少し寝て
ご飯食べて
薬飲む"
17:02	あすか 11/19 8/11	うん、そうだね
17:04	あすか 11/19 8/11	電話繋げとかん方が良さそ？
17:04	ゆうげん	"起きてからでもいい?
今しっかり寝れそう"
17:04	あすか 11/19 8/11	うん、おけ
17:04	あすか 11/19 8/11	"大丈夫ならいいけど、、
また起きたら教えてね"
17:04	ゆうげん	ごめんね
17:04	あすか 11/19 8/11	ううん
17:05	あすか 11/19 8/11	寝てるんだって思っても心配やから
17:05	あすか 11/19 8/11	起きたら連絡ちょうだいね
17:09	ゆうげん	うん
17:09	ゆうげん	ママ
17:09	ゆうげん	大好き
17:11	あすか 11/19 8/11	なんかずっと泣きそう
17:11	あすか 11/19 8/11	泣きそうなの我慢してるずっと
17:11	あすか 11/19 8/11	寂しいし心配やし
17:11	あすか 11/19 8/11	なんかそういう感情で忙しい
17:11	ゆうげん	泣くのは俺の前でー
17:11	あすか 11/19 8/11	私も大好きよ
17:11	ゆうげん	よしよしできない
17:11	あすか 11/19 8/11	そばにいない方が泣いちゃう
17:12	あすか 11/19 8/11	何もできないもん
17:12	あすか 11/19 8/11	"号泣とか何回もしてるけど
最近ゆー君の前ではしてない"
17:12	ゆうげん	よしよし
17:12	ゆうげん	[スタンプ]
17:13	あすか 11/19 8/11	なんでこんな感情で忙しいのーて
17:13	あすか 11/19 8/11	嫌になってくる
17:13	あすか 11/19 8/11	心配性な自分のせいなんやけど
17:13	ゆうげん	無理せずに
17:13	あすか 11/19 8/11	寂しがりな自分のせいなんやけど
17:14	あすか 11/19 8/11	あまりにもそういう感情になることが続いて悲しい
17:14	あすか 11/19 8/11	"一緒にいられるだけで
その感情が落ち着いてたから"
17:15	あすか 11/19 8/11	バイバイもここ最近で一番寂しかった
17:15	ゆうげん	俺すごいお薬やな
17:15	あすか 11/19 8/11	ゆー君のことが心配なんやもん
17:15	あすか 11/19 8/11	ゆー君がそばにいるのといないのとは全然ちがう
17:16	あすか 11/19 8/11	"寝てるのだってそばに居ったら
寝てるんだってなるけど"
17:16	ゆうげん	心配いっぱいかけてる
17:16	あすか 11/19 8/11	そばにいないと実際どうしてるかなんてわかんないから
17:16	あすか 11/19 8/11	心配になる
17:16	ゆうげん	むぅ
17:18	あすか 11/19 8/11	"なんか、私は連絡取りたいのに全然返してくれない日が続いた時，「もういい！」てなって
私もあんまり返事しないで
おこうってわざと返事する回数
減らしたりしたことあって"
17:18	ゆうげん	うん
17:19	あすか 11/19 8/11	"もう、あんまり素直に
会いたいとか寂しいとか
電話したいとか言わん！て
意地張ってて。
梛のことも聞かれない限り
言わない！て思ってて。"
17:19	ゆうげん	うん
17:20	あすか 11/19 8/11	"そんな感じになってる時に
イブに自転車で転んで…"
17:20	あすか 11/19 8/11	やっぱり素直にいればよかったって思った
17:21	ゆうげん	また起きたら
17:21	あすか 11/19 8/11	"前に話したいことあるけど
会ってから話すって言ったの
覚えてる？"
17:21	ゆうげん	電話するから
17:21	ゆうげん	ん?
17:21	ゆうげん	うん
17:22	あすか 11/19 8/11	"それ話せなかったけど
今話したこと
伝えようとしてた。
素直になったらゆー君が
また私とか梛にあんまり
興味示したり連絡返して
くれなかったりしそうで
素の私でゆー君と関われて
ないってこと伝えようと
してた"
17:22	あすか 11/19 8/11	"でも会うとやっぱり素直に
伝えたくなっちゃうし
触れたくなっちゃうし"
17:23	ゆうげん	"なんかごめん
不安にさせて"
17:23	あすか 11/19 8/11	だからあえて話さなかったんやけどそういうので辛かった時期があったっていうのを話そうと思ってた
17:23	あすか 11/19 8/11	事故して、こんな意地張ってる場合じゃないってなって
17:24	あすか 11/19 8/11	心配もあんまりしないでおこうって頑張ってたときに事故したから
17:24	あすか 11/19 8/11	心配性爆発してて
17:24	あすか 11/19 8/11	そんな時にまた体調良くなさそうだから
17:24	あすか 11/19 8/11	心配で心配で泣ける
17:24	あすか 11/19 8/11	そばにいてあげたくて泣ける
17:24	あすか 11/19 8/11	ごめんね、寝るって言ってるのに
17:24	ゆうげん	泣かないで
17:24	あすか 11/19 8/11	ゆっくり寝てね
17:25	ゆうげん	起きたらすぐ連絡する
17:26	あすか 11/19 8/11	ありがとう
18:56	あすか 11/19 8/11	大丈夫かな、、
19:46	あすか 11/19 8/11	心配
19:47	あすか 11/19 8/11	寝れてるだけかな
20:01	あすか 11/19 8/11	パパ大丈夫？
20:43	あすか 11/19 8/11	パパ？
20:43	あすか 11/19 8/11	いけてる？
20:43	あすか 11/19 8/11	大丈夫？
20:43	あすか 11/19 8/11	心配すぎて
21:24	あすか 11/19 8/11	パパ
21:24	あすか 11/19 8/11	もう
21:24	あすか 11/19 8/11	心配すぎる
21:24	あすか 11/19 8/11	無事？
21:24	あすか 11/19 8/11	大丈夫ん
21:24	あすか 11/19 8/11	？
21:24	あすか 11/19 8/11	心配
21:27	ゆうげん	ママ
21:27	ゆうげん	今起きたよ
21:27	ゆうげん	汗ビショよ
21:27	あすか 11/19 8/11	寝てただけでよかった
21:27	あすか 11/19 8/11	大丈夫？
21:28	ゆうげん	なぎちゃん寝た??
21:28	あすか 11/19 8/11	ねたよ
21:28	ゆうげん	[スタンプ]
21:28	ゆうげん	水いっぱい飲む
21:28	あすか 11/19 8/11	体調どう
21:28	あすか 11/19 8/11	大丈夫？
21:29	あすか 11/19 8/11	うん、水分大事だね
21:30	ゆうげん	悪寒はだいぶ減った
21:30	あすか 11/19 8/11	他は？
21:30	ゆうげん	関節痛は無くなった
21:30	ゆうげん	頭痛もないよ
21:30	あすか 11/19 8/11	明日仕事無理しちゃダメよ
21:31	ゆうげん	もちろん
21:31	あすか 11/19 8/11	パパから返事きただけで号泣してる
21:31	ゆうげん	泣かないで
21:31	あすか 11/19 8/11	もうほんまに離れてたくなさすぎる
21:32	ゆうげん	おれもよ
21:33	あすか 11/19 8/11	"梛寝かせてる時も、
寝かせてる隣にゆー君
いたのに今日はいない…
て泣けてきて"
21:33	ゆうげん	夫婦時間とってたもんね
21:35	あすか 11/19 8/11	"ゆー君と離ればなれの生活も、
慣れてきてたというか、
頑張れそうって思い始めてたのな"
21:36	ゆうげん	うん
21:36	あすか 11/19 8/11	"なんかもう限界ってくらい
寂しくて心配でこんなに
一緒に居たいっていう思いで
泣いてるの久々すぎる"
21:37	ゆうげん	よしよし
21:37	あすか 11/19 8/11	ごめん弱くて
21:38	ゆうげん	ううん
21:40	あすか 11/19 8/11	負担よね
21:40	あすか 11/19 8/11	ごめんねほんと
21:40	ゆうげん	全然
21:40	ゆうげん	世界でこれだけ思ってくれてる人がいるのは幸せ者よ
21:43	あすか 11/19 8/11	一緒に居たい
21:43	あすか 11/19 8/11	今はこれしか出てこない
21:44	あすか 11/19 8/11	お水飲めた？
21:44	あすか 11/19 8/11	ご飯，何か食べれそう？
21:44	ゆうげん	お粥作るよ
21:44	ゆうげん	飲めたよ
21:45	あすか 11/19 8/11	梅干しで食べるの？
21:45	あすか 11/19 8/11	そかそか
21:45	ゆうげん	梅もだいぶ前のやから
21:45	ゆうげん	ママから貰ったふりかけかけるよ
21:45	あすか 11/19 8/11	そうなんやね
21:46	あすか 11/19 8/11	どんなふりかけだったっけ
21:46	ゆうげん	韓国のりみたいな
21:46	あすか 11/19 8/11	おかゆに合うといいな
21:46	あすか 11/19 8/11	合うかな
21:46	あすか 11/19 8/11	お粥作ってあげたかった
21:47	あすか 11/19 8/11	何もできないの辛すぎる
21:47	あすか 11/19 8/11	ごめんね
21:50	あすか 11/19 8/11	おかゆ作ってる？今
21:51	ゆうげん	まだおふとん
21:51	あすか 11/19 8/11	そかそか
21:51	ゆうげん	うごけんー
21:51	あすか 11/19 8/11	無理せず
21:51	あすか 11/19 8/11	大丈夫なの？
21:51	あすか 11/19 8/11	大丈夫？
21:53	あすか 11/19 8/11	負担に思わなかったら
21:53	あすか 11/19 8/11	電話繋げたい

2022/01/04(火)
07:49	ゆうげん	☎ 通話時間 9:55:33
07:49	あすか 11/19 8/11	パパ
07:50	あすか 11/19 8/11	大丈夫？
08:02	ゆうげん	おはよーー
08:02	ゆうげん	めっちゃ寝てた
08:19	ゆうげん	だいぶ良くなった！
08:22	あすか 11/19 8/11	おはよ
08:22	あすか 11/19 8/11	ゆっくり寝れた？
08:22	ゆうげん	ねすぎた
08:22	あすか 11/19 8/11	良くなってきてるならよかった
08:22	あすか 11/19 8/11	でも
08:22	あすか 11/19 8/11	無理しちゃだめよ
08:22	ゆうげん	それはもちろん
08:23	あすか 11/19 8/11	お仕事行くの？
08:23	ゆうげん	一応行く予定
08:24	あすか 11/19 8/11	そか
08:24	あすか 11/19 8/11	ぶり返しちゃわないか心配
08:26	ゆうげん	木金がテレワーク
08:27	あすか 11/19 8/11	今週は木金なんだね
08:27	あすか 11/19 8/11	"今日もだしその先もだし
絶対無理しちゃだめだよ"
08:28	あすか 11/19 8/11	今日午前中は病院？
08:28	ゆうげん	午前中病院
08:28	ゆうげん	もちろん
08:29	ゆうげん	今日もおうち帰ったら電話しよ
08:30	あすか 11/19 8/11	病院も出社も気をつけてね
08:30	ゆうげん	ありがとうね
08:30	あすか 11/19 8/11	"東京コロナも増えてるし
そこも十分気をつけてね"
08:30	あすか 11/19 8/11	電話楽しみに一日がんばるね
08:31	あすか 11/19 8/11	[写真]
08:31	あすか 11/19 8/11	昨日泣きすぎて目気持ち悪くなった
08:31	ゆうげん	目が死んでる
08:31	あすか 11/19 8/11	ほんまに
08:31	あすか 11/19 8/11	シンデル
08:32	あすか 11/19 8/11	"オミクロン株感染力高いって
聞くしほんとに気をつけてね"
08:36	あすか 11/19 8/11	[写真]
08:36	あすか 11/19 8/11	[写真]
08:36	あすか 11/19 8/11	[写真]
08:36	あすか 11/19 8/11	なぎはパン半分食べてコーンフレークも食べてるよ
08:39	ゆうげん	もぐもぐなぎと
08:39	ゆうげん	かわい
08:41	あすか 11/19 8/11	ナギとパパのツーショット
08:42	あすか 11/19 8/11	もっといっぱい撮ればよかった
08:42	あすか 11/19 8/11	[写真]
08:42	あすか 11/19 8/11	[写真]
08:42	あすか 11/19 8/11	[写真]
08:42	あすか 11/19 8/11	なぎ寝てるのしかない
08:48	ゆうげん	可愛いからおっけい
08:48	ゆうげん	次帰る時死ぬほど撮ろ
08:51	あすか 11/19 8/11	"パパひとりの写真も
撮ればよかったーて
昨日思って"
08:51	あすか 11/19 8/11	[写真]
08:52	あすか 11/19 8/11	寝てるのスクショしちゃった
08:52	あすか 11/19 8/11	昨日夜これみてめっちゃ泣けてきた
08:52	あすか 11/19 8/11	会いた
08:55	ゆうげん	泣かないでーー
09:02	ゆうげん	"今日テレワーク行けるかも
リーダーの人が大事取った方がいいって"
09:03	ゆうげん	感謝(*´▽`人)
09:14	あすか 11/19 8/11	"テレワークいけそ？？
そだよね、大事とった方がいい"
09:14	あすか 11/19 8/11	感謝だね
09:15	ゆうげん	行けそ
09:15	ゆうげん	今シャワー浴びて上がったら病院いくよ
09:26	あすか 11/19 8/11	そうなんやね
09:26	あすか 11/19 8/11	病院気をつけてね
09:26	あすか 11/19 8/11	コロナにも転倒とか事故にも
09:33	ゆうげん	もちろん
09:43	あすか 11/19 8/11	お外出る時教えてね
09:47	あすか 11/19 8/11	もうすぐくるな〜て言ってた生理しっかり来た
09:47	あすか 11/19 8/11	最近整ってる
09:49	ゆうげん	生活リズムしっかりしてるからかな？
09:54	あすか 11/19 8/11	どうだろ？でもお肌はそんなに調子良くないよ
09:55	あすか 11/19 8/11	[写真]
09:55	あすか 11/19 8/11	この画面みると幸せだなって思う
09:55	あすか 11/19 8/11	何回も開いちゃう
09:55	あすか 11/19 8/11	ナギの後ろ姿かわい
09:56	ゆうげん	ね
09:56	ゆうげん	なぎちゃんいるだけで幸せ度500%
09:56	ゆうげん	俺黒い薄手のタートルネックニット棚橋家に置いていったっけ
10:01	あすか 11/19 8/11	パパと梛がいて500%
10:01	あすか 11/19 8/11	あ、あったかも
10:10	あすか 11/19 8/11	あったら送った方がよさそ？？
10:10	ゆうげん	いや
10:10	ゆうげん	おいといてー
10:10	あすか 11/19 8/11	了解！
10:17	ゆうげん	ありがとう
10:23	あすか 11/19 8/11	全然
10:24	あすか 11/19 8/11	今準備中？
10:26	ゆうげん	お家でたよ
10:28	あすか 11/19 8/11	お家出たんね
10:28	あすか 11/19 8/11	お気をつけて
10:28	ゆうげん	もち
10:28	あすか 11/19 8/11	自撮り送って
10:28	あすか 11/19 8/11	🙊
10:28	あすか 11/19 8/11	[動画]
10:29	あすか 11/19 8/11	梛は今ジャングルジムで遊んで自分で「こっわ」て言ってる
10:33	ゆうげん	[写真]
10:33	ゆうげん	なぎちゃん怖
10:35	あすか 11/19 8/11	かっこい
10:35	あすか 11/19 8/11	"梛に見せたらちゃんと
「ぱぁ」て言ってた"
10:35	あすか 11/19 8/11	梛ほんまこわい
10:36	ゆうげん	ちゃんとなぎちゃんのパパで嬉しい
10:37	ゆうげん	怖いものなしすぎて
10:37	ゆうげん	こわ
10:43	あすか 11/19 8/11	ちゃんとパパだよ
10:44	あすか 11/19 8/11	"ほんとにね！
子どもは怖いもの知らずやけど梛は特別そう感じる"
10:44	あすか 11/19 8/11	気をつけてみてないと
10:46	ゆうげん	熱36.7だった
10:46	ゆうげん	車とか落下とか特にね
10:46	あすか 11/19 8/11	病院ついた？
10:46	あすか 11/19 8/11	平熱やったんね
10:46	ゆうげん	着いたよ
10:47	ゆうげん	熱は下がってるみたいやね
10:47	あすか 11/19 8/11	ね、気をつけるね
