1/19 8/11	今度は23日に帰ってくる？
16:01	ゆうげん	"俺の個人情報全部伝えて
昨日の段階でカード止まってるから内容確認して欲しい
LOWYAの決済が固まってるので直して欲しいって"
16:26	あすか 11/19 8/11	何でかからんの？
16:26	あすか 11/19 8/11	どのカードなん？
16:28	あすか 11/19 8/11	毎回どちらのカードですかって聞かれるけど答えられへん
16:35	あすか 11/19 8/11	この後ナギお風呂入れて早く寝かせるからバタバタする
16:35	あすか 11/19 8/11	できたら早めに返事ちょーだい
16:49	ゆうげん	ポケットカード
16:50	あすか 11/19 8/11	ポケットカードって答えたらいいの？
16:50	あすか 11/19 8/11	前教えてもらったカードなん？
17:09	あすか 11/19 8/11	もうお風呂連れてってここからはバタバタするからもう1回電話したんやけど
17:12	あすか 11/19 8/11	"初めと同じこと伝えたらやっぱりできひん(向こうから私が伝える番号にかけるってことはできない)って言われて、じゃあ今私が全部情報伝えたら解除？できるんですか？てきいたら、インターネットでの買い物ができひんとなるとセキュリティ上の問題やからそれもやはりご本人様とのやりとりでないと…って。
私は何も出来ないらしい…"
17:13	あすか 11/19 8/11	"フリーダイヤル(0120)以外の番号は

0570064373

か

06 7635 2677

で、この3つの番号が全ての番号になるから、申し訳ないけどもう一度かけてと。"
17:14	あすか 11/19 8/11	クレジットカードは本人しかどーにも出来ひんぽいね、ごめんね
18:26	ゆうげん	いや
18:26	ゆうげん	ありがとう
18:26	ゆうげん	何回も電話してくれて
18:26	ゆうげん	一応今はlowya以外は行けるっぽいから
18:27	ゆうげん	プチミグ行けると思う
20:16	あすか 11/19 8/11	あれこれ片付けてﾌﾟﾗｺﾞﾐ出して落ち着いたー
20:16	あすか 11/19 8/11	今からぷちみぐやってみる
20:17	ゆうげん	うい
20:38	あすか 11/19 8/11	こっちに届くようにしていけるん？
20:54	あすか 11/19 8/11	[写真]
20:54	あすか 11/19 8/11	[写真]
20:54	あすか 11/19 8/11	[写真]
20:54	あすか 11/19 8/11	いけた
20:57	ゆうげん	いけるで
20:57	ゆうげん	言うてやすいな
20:57	ゆうげん	さすがアンバサダー
20:59	あすか 11/19 8/11	ぷちみぐアンバサダー3ヶ月間だけやけど、そのあとチームプチミグとして残してくれてクーポンも引き続き…とか嬉しすぎ！アンバサダーの時みたいに隔週1投稿とかの縛りもないし
21:00	ゆうげん	言うて全部プチミグになるから自動的に投稿やけどな
21:48	あすか 11/19 8/11	でも自分のタイミングでできるしね、気持ちが楽
23:57	ゆうげん	ふむ

2023/03/02(木)
01:11	あすか 11/19 8/11	今日は
01:12	あすか 11/19 8/11	丸い椅子とLOWYAの家具6つくらいと石3箱受け取りました
01:13	あすか 11/19 8/11	[写真]
01:13	あすか 11/19 8/11	[写真]
01:13	あすか 11/19 8/11	[写真]
01:13	あすか 11/19 8/11	[写真]
01:13	あすか 11/19 8/11	[写真]
01:13	あすか 11/19 8/11	[写真]
02:01	ゆうげん	椅子どう?
02:02	ゆうげん	"可愛いね
こんなネクタイというかスカーフあったっけ"
02:09	ゆうげん	中途半端に先に寝ちゃった
09:06	あすか 11/19 8/11	かわいい
09:06	あすか 11/19 8/11	"1月に頼んでたやつ届いた

今ambassadorしてるｼｮｯﾌﾟの韓国服"
09:47	ゆうげん	模様もっとバラけて欲しかった
11:07	あすか 11/19 8/11	？
12:05	ゆうげん	椅子ね
12:05	ゆうげん	木目が似てる
12:57	あすか 11/19 8/11	[写真]
12:58	あすか 11/19 8/11	かな？結構違う気もする
14:06	ゆうげん	まあ可愛くてよかった
17:03	ゆうげん	あ
17:03	ゆうげん	床は?
19:21	あすか 11/19 8/11	ヘリンボーン？
19:22	あすか 11/19 8/11	床よりニトリの棚とナギの部屋の机の方が優先度高いなぁ
19:23	ゆうげん	そのへんも全部揃えるから
19:23	ゆうげん	きちんとこれって決めたい
21:51	あすか 11/19 8/11	ニトリの棚は私的には決まってて
21:52	あすか 11/19 8/11	ナギの部屋の机も候補は出してるからなあ、、
22:02	ゆうげん	床は
23:22	あすか 11/19 8/11	床はいい

2023/03/03(金)
08:15	ゆうげん	わかった
08:36	あすか 11/19 8/11	おはよう
09:53	ゆうげん	おはよ
09:53	ゆうげん	今日中にニトリ買お
09:53	ゆうげん	あとIKEA
09:53	ゆうげん	間に合わなくなる
09:53	ゆうげん	あと明日はずっと家具作ってるわ
10:01	あすか 11/19 8/11	IKEAもまだやったんか
10:01	あすか 11/19 8/11	なんかまたさっき家具？届いた
10:06	あすか 11/19 8/11	ハンモックってかいてるわ
10:39	ゆうげん	そそ
10:39	ゆうげん	ポイントで買った
12:48	あすか 11/19 8/11	[写真]
12:48	あすか 11/19 8/11	[写真]
12:48	あすか 11/19 8/11	わーい
12:48	あすか 11/19 8/11	ﾐﾓｻﾞすてき
12:48	あすか 11/19 8/11	明日朝帰ってくるんやんな？
12:49	ゆうげん	これも届いたのね
12:49	ゆうげん	そ
12:49	ゆうげん	あしたのあさ
12:50	ゆうげん	明日えちしよ
14:18	あすか 11/19 8/11	[動画]
14:30	ゆうげん	ええやん
15:39	あすか 11/19 8/11	かわいい
17:44	ゆうげん	質感とかどう?
17:44	ゆうげん	無視やん

2023/03/04(土)
07:10	ゆうげん	なんば
07:10	ゆうげん	電車
07:46	あすか 11/19 8/11	昨日寝落ちしたー
07:46	あすか 11/19 8/11	おはよう
07:49	ゆうげん	おはよう
07:49	ゆうげん	周りで電動ドライバー持ってる人いない?
07:49	ゆうげん	持ってくるの忘れた
07:50	あすか 11/19 8/11	電動…わからん
07:51	あすか 11/19 8/11	これ返事なかったけどどやったん？？
07:51	ゆうげん	あ
07:51	ゆうげん	あったよ
07:51	ゆうげん	聞いてみて欲しい
07:51	ゆうげん	家具作れない

2023/03/05(日)
20:10	ゆうげん	難波着いたよ
20:10	ゆうげん	踊り場なんか欲しいなぁ
20:22	あすか 11/19 8/11	気をつけてね
20:22	あすか 11/19 8/11	飾り程度がいいなぁ
20:22	ゆうげん	なんか
20:22	ゆうげん	宙に浮く本棚欲しい
20:33	あすか 11/19 8/11	宙に浮く棚……？？？
20:36	ゆうげん	ボックスで
20:37	ゆうげん	めっちゃ大体やけど
20:38	ゆうげん	[写真]
20:38	ゆうげん	[写真]
20:38	ゆうげん	[写真]
20:38	ゆうげん	[写真]
20:38	ゆうげん	イメージね
21:09	ゆうげん	机も
21:09	ゆうげん	買お
21:09	ゆうげん	今日中に選ぼう
21:10	ゆうげん	ニトリ
21:10	ゆうげん	来週中にかいにいってや
22:05	ゆうげん	土曜の朝7:00
22:05	ゆうげん	花市行くけど
22:05	ゆうげん	くる?
22:05	ゆうげん	母と
22:05	ゆうげん	ドライフラワー見てくる
22:17	ゆうげん	あと
22:18	ゆうげん	寝室のすのこ変えたい
22:24	ゆうげん	寝室のすのこの横幅いくつやっけ
22:27	ゆうげん	調べたらあったわ
22:37	ゆうげん	あと寝室にホビールームと同じようなキャビネットほしい
22:38	ゆうげん	[写真]
22:38	ゆうげん	どう
22:40	ゆうげん	できた状態で届く
22:50	ゆうげん	これ元値50000
22:55	ゆうげん	[写真]
22:55	ゆうげん	どうこれ
22:55	ゆうげん	シンプル
22:55	ゆうげん	[写真]
22:56	ゆうげん	布団は使い回し
22:56	ゆうげん	すのこは誰かお泊まり用に

2023/03/06(月)
00:04	ゆうげん	おkならくよ
00:04	ゆうげん	買うよ
07:04	ゆうげん	おはよう
07:58	あすか 11/19 8/11	寝てた
07:59	あすか 11/19 8/11	こういうのって壁穴あけんるんじゃない？
08:00	あすか 11/19 8/11	ニトリいけそうやったら行くけど…誰かしらに車だしてもらわなあかんから…いけそうやったら、ね
08:01	あすか 11/19 8/11	机は私的にはもう候補だしてるからわからん、、
08:01	あすか 11/19 8/11	土曜の朝7時って、11日の？
08:01	ゆうげん	うん
08:02	あすか 11/19 8/11	"寝室に関しては、私は子どもら一緒に寝ること考えたら極力低くしたいってのはある、
落ちて頭うつとかよくあるから"
08:02	あすか 11/19 8/11	寝室のイメージもまだ考えきれてないから……うーん…
08:03	ゆうげん	ラタン買ったわ
08:03	あすか 11/19 8/11	どれに対してのうん？
08:03	あすか 11/19 8/11	え…
08:03	ゆうげん	もう優柔不断やから俺が決めていきたい
08:04	あすか 11/19 8/11	いや
08:04	あすか 11/19 8/11	寝室は…
08:04	ゆうげん	いつまでたってもイメージ出てこんし
08:04	あすか 11/19 8/11	伝えてあるやん
08:05	ゆうげん	言うてベッドフレームとキャビネットだけやし
08:05	あすか 11/19 8/11	棚はまだきめてないけど
08:05	あすか 11/19 8/11	キャビネット結構大きいよ
08:05	ゆうげん	こどもうまれたらすのこにしたらいい
08:05	あすか 11/19 8/11	そんなコロコロかえるのめんどうじゃない
08:05	ゆうげん	"基本白の家具は好きじゃない
木製は汚れるし"
08:06	あすか 11/19 8/11	優柔不断優柔不断っていうけど…私が希望伝えても通らんからそうなるだけよ
08:07	ゆうげん	まず今の状態やと掃除機もろくに当てれない
08:07	あすか 11/19 8/11	当てるときはたたんでたけど私は
08:07	ゆうげん	全体像もわからんし
08:08	ゆうげん	"1度も畳まれてるの見たことない
"
08:08	ゆうげん	先々週掃除機当てた時やばかったし
08:09	あすか 11/19 8/11	今は使ってないから放置してた、使ってた時はやってたよ
08:10	あすか 11/19 8/11	何となくのイメージはあって伝えてるけどキャビネット系は考えてない
08:10	ゆうげん	"あと今のままじゃオシャレでもなんでもないし
黒がベッドフレームの足に入るだけやから"
08:13	ゆうげん	"基本足のない家具は却下
ゆかが傷つく
あと白単発でツルツルの木製家具も却下
剥がれる汚れる汚れが目立つ"
08:14	あすか 11/19 8/11	"寝室はおしゃれより寝心地と安心感やけどもう別に好きにして、そうせな納得せんやろし

ダサくていいとは思わんけど、シンプルでいいとは思う私は

今普通にシンプルで満足してる私的には"
08:15	ゆうげん	すのこも毎日に近い感じで畳むかと思ったら全然そんなことないし、たぶん結構かびるからそれなら高さ欲しい
08:15	ゆうげん	"シンプルでもなんでもないやん
服は出しっぱなし
人形も床にぶちまけてて本も散らかってる"
08:16	あすか 11/19 8/11	使ってたら畳むけど今は使ってないし正直あのすのこは畳みにくい、もっとスムーズに畳めるものやと思ってた
08:16	ゆうげん	本を直すキャビネットは絶対いる
08:16	ゆうげん	使ってないからこそ畳むべきやん
08:16	あすか 11/19 8/11	今は寝室は使ってないから放置してる、何もかも
08:16	ゆうげん	だから結局畳まないならベッドフレームありのにする
08:16	ゆうげん	"だから俺が作る
あんがあるなら具体的に出して"
08:17	あすか 11/19 8/11	"あちこち完璧にする余裕は無い、私的には寝室は優先度低め

お客さんが見ないとこやから"
08:17	ゆうげん	"とりあえず買っとくで
寝室の家具"
08:17	あすか 11/19 8/11	本当は畳みたい、畳んでもすのこやと通気性あるけど、ベッドの上で畳んだら布団の通気性ない
08:17	ゆうげん	[写真]
08:17	あすか 11/19 8/11	あるのに無視してつくってるんやんw
08:18	ゆうげん	"いや
今より通気性ある"
08:18	ゆうげん	"ないやん
どの家具買うとか"
08:18	あすか 11/19 8/11	布団畳みたい時は？きっとそのままにしてるとゆーくんとかナギの汗の量やとすのこカビるで
08:18	ゆうげん	これってのがない
08:19	あすか 11/19 8/11	だから、さっきも言ったけど、寝室は優先度低め
08:19	あすか 11/19 8/11	こう思うから低め
08:19	ゆうげん	今のすのこでもカビるから
08:19	あすか 11/19 8/11	もう好きにして、ベッドに関しては
08:20	ゆうげん	"言うてほかもあんまり案ないやん
俺は踊り場も屋上前の階段上の空間も
リビングの空きスペースも
玄関もっと色々起きたい"
08:21	あすか 11/19 8/11	"言ってるけど聞いてないだけやん……

私もリビングこうしたいあーしたいとか具体的な家具は伝えてないものの言ってたよ

玄関だってどうこうしたいよねって話してたし一生に"
08:22	ゆうげん	その具体的家具がないとわからんねんて
08:23	ゆうげん	"家具やって価格やスペース、在庫にあるかとか色々考えなあかん
イメージ決めるよりそっちの方がよほど大変やから
そこまでして欲しい"
08:26	ゆうげん	"ちなみにベッドフレーム2個でニトリのキャビネット1個分やで
そういう価格の違いとか
セールの期間ないかとか
欲しいなら欲しいで少しでも節約できる方法探して欲しい"
08:38	ゆうげん	土曜日何時から来るの
08:40	あすか 11/19 8/11	"ニトリのやつもういい、
私が買えるようになった時でも
欲しかったら買う

安いとこって教えてもらったサイトとかで探してもなくてこれが一番好みって思うからニトリのを言ってるだけ"
08:40	あすか 11/19 8/11	他は極力安いの探してるよいつも
08:41	あすか 11/19 8/11	ナギのダイニングの椅子も小さいスツールもナギの部屋の机も。色々見て回って安いの出してるつもり
08:41	あすか 11/19 8/11	まだ話してない
08:46	ゆうげん	やすいのよりもまず欲しい形(白ツヤ木製以外)探してそっから類似品探して欲しい
08:53	ゆうげん	あとリビングもこれ以上お菓子やジュースこぼされるの嫌やから
08:53	ゆうげん	テーブル欲しい
